"","Gene_ID","Total_Lists_Present_In","Categories"
"537","Os06g0278450",4,"hypo - BGI (CHH context) - genes | hyper - Azucena (CG context) - Upstream | hyper - Azucena (CHG context) - Upstream | hypo - BGI (CHH context) - Upstream"
"538","Os06g0360500",4,"hypo - BGI (CHG context) - genes | hypo - Azucena (CHH context) - Upstream | hypo - BGI (CG context) - Upstream | hypo - BGI (CHH context) - Upstream"
"539","Os06g0498400",4,"hyper - Azucena (CG context) - genes | hypo - Azucena (CHH context) - Upstream | hyper - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"540","Os06g0618300",4,"hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes | hypo - Azucena (CHG context) - Upstream | hypo - Azucena (CHH context) - Upstream"
"541","Os06g0664300",4,"hypo - BGI (CHG context) - genes | hypo - BGI (CHH context) - genes | hypo - BGI (CHG context) - Upstream | hypo - BGI (CHH context) - Upstream"
"542","Os07g0222300",4,"hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes | hypo - Azucena (CG context) - Upstream | hypo - Azucena (CHH context) - Upstream"
"543","Os07g0288700",4,"hypo - Azucena (CG context) - genes | hypo - Azucena (CHH context) - genes | hypo - BGI (CHG context) - genes | hypo - BGI (CHH context) - genes"
"544","Os07g0289050",4,"hypo - Azucena (CG context) - genes | hypo - Azucena (CHH context) - genes | hypo - BGI (CHG context) - genes | hypo - BGI (CHH context) - genes"
"545","Os07g0296000",4,"hypo - Azucena (CHH context) - genes | hyper - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes | hypo - Azucena (CHH context) - Upstream"
"546","Os07g0536300",4,"hypo - Azucena (CHH context) - genes | hyper - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes | hyper - BGI (CHG context) - Upstream"
"547","Os08g0240966",4,"hypo - Azucena (CG context) - Upstream | hypo - Azucena (CHG context) - Upstream | hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"548","Os08g0246300",4,"hyper - BGI (CHG context) - genes | hypo - BGI (CHH context) - genes | hypo - BGI (CHH context) - Upstream | AZU_Expressed_genes"
"549","Os08g0502800",4,"hypo - Azucena (CHG context) - Upstream | hypo - Azucena (CHH context) - Upstream | hypo - BGI (CG context) - Upstream | hyper - BGI (CHH context) - Upstream"
"550","Os08g0530801",4,"hypo - Azucena (CHG context) - genes | hypo - Azucena (CHH context) - genes | hypo - BGI (CHG context) - genes | hypo - BGI (CHH context) - genes"
"551","Os09g0255200",4,"hypo - Azucena (CHH context) - Upstream | hypo - BGI (CG context) - Upstream | hypo - BGI (CHH context) - Upstream | hyper - BGI (CHH context) - Upstream"
"552","Os10g0159167",4,"hypo - BGI (CHH context) - genes | hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream | hyper - BGI (CHH context) - Upstream"
"553","Os10g0394400",4,"hyper - Azucena (CG context) - genes | hypo - Azucena (CHH context) - genes | hypo - BGI (CG context) - genes | hypo - BGI (CHH context) - genes"
"554","Os10g0428900",4,"hypo - Azucena (CHG context) - genes | hypo - Azucena (CHH context) - genes | hyper - BGI (CHG context) - genes | hypo - Azucena (CHH context) - Upstream"
"555","Os10g0446400",4,"hyper - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes | hyper - BGI (CHH context) - genes | hypo - Azucena (CHH context) - Upstream"
"556","Os10g0491400",4,"hypo - BGI (CHH context) - genes | hypo - Azucena (CG context) - Upstream | hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"557","Os10g0504500",4,"hyper - Azucena (CG context) - genes | hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes | hypo - BGI (CHH context) - Upstream"
"558","Os10g0546100",4,"hypo - Azucena (CHH context) - Upstream | hyper - BGI (CHH context) - Upstream | AZU_Expressed_genes | BGI_Expressed_genes"
"559","Os10g0565700",4,"hypo - BGI (CG context) - genes | hypo - BGI (CHH context) - genes | hypo - Azucena (CHH context) - Upstream | hyper - Azucena (CHH context) - Upstream"
"560","Os11g0134100",4,"hypo - BGI (CHH context) - genes | hyper - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream | AZU_Expressed_genes"
"561","Os11g0152400",4,"hypo - BGI (CHH context) - genes | hypo - Azucena (CHG context) - Upstream | hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"562","Os11g0156200",4,"hyper - Azucena (CHG context) - genes | hypo - BGI (CHG context) - genes | hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"563","Os11g0206850",4,"hypo - Azucena (CHH context) - Upstream | hypo - BGI (CG context) - Upstream | hypo - BGI (CHG context) - Upstream | hypo - BGI (CHH context) - Upstream"
"564","Os11g0431700",4,"hypo - Azucena (CG context) - genes | hypo - BGI (CHG context) - genes | hypo - BGI (CHH context) - genes | hyper - BGI (CHH context) - genes"
"565","Os11g0477400",4,"hypo - Azucena (CHH context) - genes | hyper - Azucena (CHH context) - genes | hyper - BGI (CHH context) - genes | hyper - Azucena (CHH context) - Upstream"
"566","Os12g0163700",4,"hypo - BGI (CHH context) - genes | hyper - BGI (CG context) - Upstream | AZU_Expressed_genes | BGI_Expressed_genes"
"567","Os12g0179951",4,"hypo - Azucena (CG context) - genes | hypo - Azucena (CHG context) - genes | hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - Upstream"
"568","Os12g0545900",4,"hyper - Azucena (CG context) - genes | hyper - Azucena (CHH context) - genes | hypo - BGI (CHG context) - genes | hypo - BGI (CHH context) - genes"
"569","Os12g0590500",4,"hyper - BGI (CG context) - genes | hyper - BGI (CHH context) - genes | hyper - Azucena (CG context) - Upstream | hyper - Azucena (CHG context) - Upstream"
"570","Os5_13_2L#Retroelement",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"571","QINNIU#DNA/hAT",4,"hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"572","RILN8_OS#LINE",4,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHG context) - repeats | hyper - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"573","RIRE5_OS__LiL#LTR/Copia",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"574","RMU3_OS#DNA/MuDR",4,"hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"575","SETARIA#DNA/MuDR",4,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"576","SNAP-OL3#DNA/Mite",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"577","STOWAWAY14_OS#DNA/Mite",4,"hyper - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"578","STOWAWAY20_OS#DNA/Mite",4,"hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"579","STOWAWAY24_OS#DNA/Mite",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"580","STOWAWAY32_OS#DNA/Mite",4,"hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"581","STOWAWAY35_OS#DNA/Mite",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"582","STOWAWAY43_OS#DNA/Mite",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"583","STOWAWAY47_OS#DNA/Mite",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"584","STOWAWAY48_OS#DNA/Mite",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"585","STOWAWAY49_OS#DNA/Mite",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"586","STOWAWAY8_OS#DNA/Mite",4,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"587","SZ-30#Retroelement",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"588","SZ-37__LiL#LTR/Copia",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"589","SZ-38#Retroelement",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"590","SZ-38__LiL#LTR/Gypsy",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"591","SZ-45_LTR#LTR",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"592","SZ-58_LTR#LTR",4,"hypo - Azucena (CHG context) - repeats | hyper - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"593","SZ-5LIKE#LTR/Copia",4,"hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CG context) - repeats"
"594","SZ-61_LTR#LTR/Copia",4,"hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"595","TESSBIG#DNA/hAT",4,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"596","TOURIST-XV#DNA/Mite",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"597","TREP3423#DNA/En-Spm",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"598","TYPEU3#DNA",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hyper - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"599","UNIQUE#DNA",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"600","WANDERER_OS#DNA/Mite",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"601","YIREN#DNA/hAT",4,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHG context) - repeats | hyper - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"602","dendrobat_osj_retroryza#LTR",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"603","ifisi_84L17-1#LTR/Gypsy",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"604","kangourou_osj_retroryza#LTR",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"605","osr30_AP005618-1hdnm#LTR/Gypsy",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"606","osr33_AP005618-1solo#Other",4,"hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"607","osr9_retroryza#LTR",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"608","pawepe_AL662963-0#LTR",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"609","rn_118-68_retroryza#LTR",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"610","rn_22-13_retroryza#LTR",4,"hyper - Azucena (CG context) - repeats | hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"611","rn_364-201_retroryza#LTR",4,"hypo - Azucena (CHH context) - repeats | hyper - BGI (CG context) - repeats | hypo - BGI (CHG context) - repeats | hyper - BGI (CHG context) - repeats"
"612","rn_54-36_retroryza#LTR",4,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"613","rn_85-323_retroryza#LTR",4,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"614","BAJIE__LiL#LTR/Gypsy",3,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"615","CASLET#DNA/Mite",3,"hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"616","COPIA3_OS__LiL#LTR/Copia",3,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"617","COWARD-3#DNA/Mite",3,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"618","CPSC4B__LiL#LTR/Copia",3,"hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"619","CRATA-2#DNA/hAT",3,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"620","DELAY#DNA/hAT",3,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"621","DITTO-2#DNA/Mite",3,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"622","F569#DNA/Mite",3,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"623","HAZEAN2#DNA/hAT",3,"hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"624","HELITRON5_OS#RC/Helitron",3,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"625","ID-3#DNA/Mite",3,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"626","KIDDOD#DNA/Mite",3,"hypo - Azucena (CHH context) - repeats | hyper - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"627","LINE1-13_ZM#LINE",3,"hyper - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"628","LINE5A#LINE",3,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"629","LTR_AC189788.2_13471#LTR",3,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"630","LTR_BA_57#LTR",3,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"631","LTR_Os_chr_01_107#LTR",3,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"632","LTR_Os_chr_01_112#LTR",3,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"633","LTR_Os_chr_01_12#LTR",3,"hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats | hyper - BGI (CHG context) - repeats"
"634","LTR_Os_chr_01_130#LTR",3,"hypo - Azucena (CHH context) - repeats | hyper - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"635","LTR_Os_chr_01_147#LTR/Gypsy",3,"hypo - BGI (CG context) - repeats | hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"636","LTR_Os_chr_01_148#LTR",3,"hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"637","LTR_Os_chr_01_166_2frag#LTR/Gypsy",3,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"638","LTR_Os_chr_01_188#LTR/Gypsy",3,"hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"639","LTR_Os_chr_01_189#LTR",3,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
